id;name;description;neighborhood_overview;picture_url;host_id;latitude;longitude;location;property_type;room_type;accommodates;bathrooms_text;bedrooms;beds;price;minimum_nights;maximum_nights;instant_bookable;amenities,
51;Darsena Design district BOOKABLE MIN 3 DAYS MAX 15;In the most characteristic and served area of Milan, 10 min from the center, rent a 100 sqm apartment for 4 people: 1 large dining room with kitchen, 1 large independent living room with double sofa bed, 1 double bedroom, 1 bathroom, Wi fi optic fiber, washing machine and dishwasher. Third floor with lift. ! I D0N'T ACCEPT PAYMENTS OUTSIDE THE PLATFORM ! The space The location is on the Darsena, the heart of the Fuori Salone and the design week. Other things to note You can park in the large avenue alongside (Papiniano), except Tuesdays and Thursdays at the homonymous market.;Tra locali, eventi (tra cui la design week) e negozi, Navigli Darsena è semplicemente la zona più cool di Milano.;https://a0.muscache.com/im/pictures/891684/01c17b8f_original.jpg,https://a0.muscache.com/im/pictures/891693/7e03d7d5_original.jpg,https://a0.muscache.com/im/pictures/891675/89a6de91_original.jpg,https://a0.muscache.com/im/pictures/891660/6808645d_original.jpg,https://a0.muscache.com/im/pictures/891650/ad41562b_original.jpg;443;45.45814;9.17654;Milano, Italia;Entire condo;Entire home/apt;4;1 bath;1;2;220.00;1;15;TRUE;Coffee maker: Nespresso,Toaster,Central air conditioning,Freezer,Hangers,Laundromat nearby,Stainless steel oven,Body soap,Cooking basics,Dining table,Elevator,Wifi,Bed linens,Bikes,Host greets you,Long term stays allowed,Dedicated workspace,Hot water,Dryer \u2013\u00a0In unit,Extra pillows and blankets,Dishes and silverware,Luggage dropoff allowed,Stove,Dishwasher,TV,Wine glasses,Free street parking,Portable fans,Heating,Bidet,Drying rack for clothing,Kitchen,Refrigerator,Free washer,Cleaning products,Baking sheet,Essentials,Iron,Shampoo,Microwave,Hair dryer
52;Nice Room Close Stazione Centrale,1 or 2 Guests !!;Bright and cozy Room in elegant Apartment with Private Bathroom located in a Strategic area of Milan: 5 min. walking from Milano Centrale and 5 min. walking from City Terminal Shuttle for airports of Malpensa-Linate and Orio al Serio.Close METRO 2 CENTRALE and METRO 3 SONDRIO in 5 stops you are in the heart of Milan. The space Private room in shared apartment with the owner's family, ideal for 1-2 people in elegant building. Guest access Guests will have access to the bathroom next to the kitchen, they can use the fridge to store their groceries and use the microwave. The use of the kitchen, for safety reasons, can be made with the presence of the owners in the house and to guests with a minimum of 7 days stay. Smoke It's allowed only on the kitchen balcony. Other things to note Very important: concerning the check in from Monday to Friday, beeing working days since we might not always be available for che;We are very close to the new skyline of Milan (Piazza Gae Aulenti) and the movida of Corso Como, a famous fashon area.;https://a0.muscache.com/im/pictures/4740040/4d392b49_original.jpg,https://a0.muscache.com/im/pictures/4740010/827097fd_original.jpg,https://a0.muscache.com/im/pictures/16617672/2c8779e2_original.jpg,https://a0.muscache.com/im/pictures/16617655/6ae981c9_original.jpg,https://a0.muscache.com/im/pictures/63704341/9877434a_original.jpg;444;45.48879;9.20251;Milano, Italia;Private room in rental unit;Private room;2;1 shared bath;1;2;41.00;1;15;TRUE;Lock on bedroom door,Coffee maker,Hangers,Cooking basics,Breakfast,Elevator,Wifi,Washer,Bed linens,Smoking allowed,Host greets you,Long term stays allowed,Hot water,Extra pillows and blankets,Dishes and silverware,Heating,Air conditioning,Refrigerator,Shower gel,Paid parking on premises,Essentials,Iron,Shampoo,Paid parking off premises,Hair dryer
53;Nico & Cinzia's Pink Suite!;Over the international fair in April we rent for 5night minimun stay. Larger group can book Red (rooms/32649)and Pink suites that are at walking distance. The space Do you visit Milan for short periods (training course, University, fair, turism, etc,) and you like a easier and cheaper accommodation then the hotel? It’s available a big flat fully furnished (TV, washing machine, air conditioner) and very near to the underground of the red line (MM Sesto Marelli). The White flat has a separate kitchen, a large living room, a bathroom with the shower, one separate room with 2 single or 1double beds (plus a double real bed and a sofa in the living room ). In the living there is a TV and a decoder for digital TV You can reach downtown directly in 15 minutes by subway with no line change. Also the fair is in the same line. Why choose our flat? 1)We've been working since February 2005 with flat renting and we got over 80 renter testimonia;Flat  It's located in north side of milan, just 30metres from metro station 'Sesto Marelli', the main line that bring directly to shopping street (corso buenos aires), to main milan park (park venzia), fashion street (via montenapoleone) and to duomo square in just 15minutes. No change required, just drop in metro line and after 10 minutes you drop off the longest shoppong street of milan!!! Nothing's more easy!;https://a0.muscache.com/im/pictures/4eb8e0f5-e17b-4650-b73a-9f70c2d72d8f.jpg,https://a0.muscache.com/im/pictures/3a5f385e-b8fd-4677-ba17-a7cc6e68f077.jpg,https://a0.muscache.com/im/pictures/85466012-ec3e-4d98-8b8a-42fb23ae5233.jpg,https://a0.muscache.com/im/pictures/f5784af5-d75a-4786-bb1f-092398046572.jpg,https://a0.muscache.com/im/pictures/c1c7c243-77cc-4dfa-8c35-6043784c0eb1.jpg;445;45.52276;9.22478;Milano, Italia;Entire rental unit;Entire home/apt;5;1 bath;2;3;90.00;1;15;TRUE;Coffee maker,Single level home,Hangers,Oven,Cooking basics,Elevator,Wifi,Washer,Bed linens,Smoking allowed,Long term stays allowed,Dedicated workspace,Hot water,Dishes and silverware,Stove,Dishwasher,TV,Heating,Dryer,Kitchen,Air conditioning,Refrigerator,Private patio or balcony,Essentials,Iron,Microwave,Hair dryer
54;CHARMING ROOM&TERRACE for 1/2LADIES;Bright and comfortable room-1/2 people-in shared apt, heart of Milano, double sofa bed (a pull-out bed). Charming roof-view through the wide terrace! Hospitality offered only to Ladies (girls or women, either relatives (mother and daughter) The space Bright, cozy room, with a very comfortable double sofa bed (a pull-out bed) we offer hospitality only to females (girls or women, either relatives (mother and daughter)In order to give to our guests maximum hospitality, at guest's disposal will be the nice terrace! PLEASE READ THE FOLLOWING NOTES BEFORE BOOKING: - The apartment is occupied by us.OUR HOME IS YOUR HOME BUT RESPECT THE SILENCE and THE RULES - IF YOU WANT TO RENT 3/4 BEDS FOR A LONG PERIOD IN ANY CASE SEND ME AN E-MAIL AND I will consider 'YOUR REQUEST. We have some rules of the houseNo smoking allowed in the house, but our Guests may 'smoke on the terrace, asking for the access key to the HostDRUNK PEOPLE ARE NOT ALLOWEDPlease take care of our ;The apartmentis  located 200 m from Corso Vercelli, nearby Santa Maria delle Grazie Church,where is the Cenacolo last Supper by Leonardo Da Vinci gardens and nearby DUOMO and Sforzesco Castle in 15 minute by  walking. Also the CMilanese Canals are very close and by walking, the can be reached for example on Saturdays, along the huge popular market in Papiniano Boulevard. LOCATION:Leaving the building, which has a concierge during the morning, our guests will find:at a distance of:5 minutes by feet underground MM1(red) CONCILIAZIONE or PAGANOIn PAGANO Road you can find one of the most important gardens for jogging belovers!And directly in 5/6 stops Underground you will be Downtown! You will be at the beginning of Corso Vittorio Emanuele-SAN BABILA or DUOMO Station!In Duomo SERVICES IN THE AREA:Bank, post office, laundry, bar, tobacconist, newspaper, bakery, supermarket, pharmacy, Pizzerias, Restaurants, Pubs, Taxi;https://a0.muscache.com/im/pictures/4942245/c636ec2e_original.jpg,https://a0.muscache.com/im/pictures/63695922/f94a03f8_original.jpg,https://a0.muscache.com/im/pictures/4942378/c3fb6d11_original.jpg,https://a0.muscache.com/im/pictures/63695722/1021099b_original.jpg,https://a0.muscache.com/im/pictures/4942279/acbc8f26_original.jpg;444;45.46142;9.16123;Milano, Italia;Private room in rental unit;Private room;2;1 bath;1;1;80.00;1;15;TRUE;Elevator,Wifi,First aid kit,TV,Washer,Long term stays allowed,Heating,Shampoo,Kitchen,Air conditioning,Breakfast
55;Near Piazza Gae Aulenti silent e reserved flat;The apartment (45mq) is at the 3 floor of a recently restructured ringhiera condominium. The apartment is also freshly renovated (parquet, whitewashing and furnishings) . Is composed by a living room with sofa and dinner table for 4 people. In the small kitchen you will find all you need. The bedroom is spacious with a double bed, the bathroom has a shower. AC, washing machine / dryer and wi-fi are guaranteed. The space The flat has everything you need : WIFI Internet access, washing machine, linen and towels are provided, supermarket and shops around the corner. Smoking is allowed and pets are allowed. PLEASE NOTE : Feel free to ask me questions nonetheless. However, just contact me to have info and availability . Guest access Apartment and courtyard Other things to note Discover Ringhiera Style;New distric and Historical area at the same time.;https://a0.muscache.com/im/pictures/3381507/de21e15d_original.jpg,https://a0.muscache.com/im/pictures/miso/Hosting-59226/original/618f703b-519d-4597-b580-bc5cebafffa7.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-59226/original/30d192fb-87f6-4191-b308-6230ed88f831.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-59226/original/d3ebd673-7513-4e00-a78d-8233421569f3.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-59226/original/a621f620-a69e-4b29-aaaf-cc4ac4567127.jpeg;446;45.48201;9.19809;Milano, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;180.00;1;365;TRUE;Cooking basics,Breakfast,Elevator,Wifi,Washer,Bed linens,Smoking allowed,Hot water,Extra pillows and blankets,Dishes and silverware,Stove,Private entrance,Heating,Dryer,Kitchen,Air conditioning,Refrigerator,Pets allowed,Shower gel,Shared patio or balcony,Essentials,Iron,Shampoo,Hair dryer,Fire extinguisher
56;Cozy Attic in Tortona Navigli Design District;Cozy apartment in Milan, Navigli-Tortona (Fashion and Design district). Old-Milan style attic. Available for renting for short or long period. 15/20 Min from Milan City Center (Duomo). Closest Subway station in 7 minutes walking distance (P.ta Genova, Green Line -> Direct to Milan Central and Cadorna Railways Station (Malpensa Airport Train) The space Cozy apartment in Milan, Zona Tortona - Fashion and Design district - to rent for short or long period. Are you visiting or working in Milan for the Salone del Mobile (International Design Week) or for the Milan fashion week ? Do you need a cozy place to work in Milan for few days-weeks ? Are you visiting Milan for some shopping, great food, bars and fun ? This is a perfect location for a single or a couple to enjoy Milan and the Zona Tortona (fashion and design district) and Navigli Districts. (Water Canals district) Close to Porta Genova (Subway), is ideally lo;Close to Porta Genova (Subway), is ideally located for fairs and events in the Zona Tortona, or if you work for one of the hundreds fashions or digital companies that are based in the area.  The area is full of nice and cool bars, restaurants, shops. The perfect district to hang out in the evening for real milanese aperitivo and for a nigh out with friends.;https://a0.muscache.com/im/pictures/miso/Hosting-399879/original/ddc2eb62-6f4c-4e16-a908-d0eaad2fb37f.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-399879/original/c84f383e-fa7a-4609-b9e5-0e7a2513debb.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-399879/original/2f253b53-43ee-45a1-b137-c0136ca77eac.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-399879/original/a29f3d53-0872-461a-a596-4917f5ff95e9.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-399879/original/e2cc3778-9314-40f2-a961-85f9808911f6.jpeg;447;45.451645;9.16631;Milano, Italia;Entire rental unit;Entire home/apt;4;1 bath;1;2;124.00;1;365;TRUE;Single level home,Freezer,Hangers,Mosquito net,Oven,Body soap,Clothing storage: closet,Cooking basics,Dining table,Lockbox,Wifi,Self check-in,Washer,Free driveway parking on premises,Long term stays allowed,Hot water,Dishes and silverware,Luggage dropoff allowed,Stove,Dishwasher,50\ TV,Free street parking,Heating,Bidet,Drying rack for clothing,Kitchen,Air conditioning,Refrigerator,Pets allowed,Shower gel,Cleaning products,Essentials,Iron,Shampoo,Microwave,Paid parking off premises,Hair dryer,Room-darkening shades
57;Amazin attic in front of the castle;Our nice attic is in front of the castle and the park, right in the heart of Milan, at 3 minutes walk from the main underground lines of the city! It has a nice terrace, 2 balconies, a large kitchen, fiber wi-fi internet and a huge 70 projector! The space The apartment has been recently renovated and is incredibly bright and quiet. It is located in a central and strategic position to enjoy the best of Milan, 3 minutes walk from Cadorna station and metro M1 and M2. It has one bedroom with double bed, a kitchen with a terrace overlooking the courtyard. The kitchen leads to the dining room which has two balconies with an incredible view of the Castello Sforzesco and the Sempione park. If you want you can also take advantage of the giant projector (70 ) by connecting it to your laptop or play Playstation. A third guest can eventually comfortably sleep on the sofa. The apartment is equipped with wi-fi internet access over optical fiber. <;The neighborhood is really great: you are in front of the wonderful Sforza Castle and Sempione Park. In few minutes you can walk to the cozy pedestrian area of Brera, the area of the artists full of small bars and typical restaurants. With a 10-minute ride you can get to the Cathedral and, if you're in the mood for shopping, the fashion district.;https://a0.muscache.com/im/pictures/32378607/9a25ba63_original.jpg,https://a0.muscache.com/im/pictures/32378251/32644a00_original.jpg,https://a0.muscache.com/im/pictures/32378928/b245bcb6_original.jpg,https://a0.muscache.com/im/pictures/32378409/c0bcab81_original.jpg,https://a0.muscache.com/im/pictures/32378118/afa203a9_original.jpg;448;45.46968;9.17862;Milano, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;280.00;1;15;TRUE;Elevator,Wifi,Washer,Hangers,Heating,Essentials,Iron,Shampoo,Kitchen,Air conditioning,Hair dryer
58;Your green oasis in Milan's center.;If u are in search of a clean tidy and peaceful flat in in the center of Milan, you have found it! Best location for the Design Week, I Saloni del Mobile, the Fashion Week. Strategic position and easy access to reach easily and quickly Fiera Milano, Navigli area, and the historical center of Milan. The space A high quality fully furnished apartment located in a quite and peaceful area in the city center. An excellent place where to live 100% the city and at the same time enjoy a very noiseless stay in a prestigious and safe neighbourhood. For business people: excellent connection to the Fiera Milano and Expo2015 area - 25 mins door by door by metro, or 20 mins. by car. For designer lovers and tourists, the flat is strategically located close to one of the best ​​Fuori Salone areas (that is VIA TORTONA) and some of the most important city's sightseeing - Navigli, Sant'Ambrogio, Santa Maria delle Grazie and The Last Supper - all easily;It's a residential and noble area in the center of the city. Supermarkets, pizzeria, bar and shops are closed by - Metro 1 and 2 - reachable by foot in 5 minutes.;https://a0.muscache.com/im/pictures/f303e810-2270-42cd-aa96-383913dafe9a.jpg,https://a0.muscache.com/im/pictures/89431a37-e3d2-4dc9-8ead-70a04fabeae3.jpg,https://a0.muscache.com/im/pictures/86ee98f9-bc08-4f82-a593-97a290842102.jpg,https://a0.muscache.com/im/pictures/f22d1cdc-274c-490f-bf3c-fc78a7109d26.jpg,https://a0.muscache.com/im/pictures/237ed400-a5b3-4ef2-85b7-843604be9319.jpg;449;45.46389;9.16357;Milano, Italia;Entire rental unit;Entire home/apt;3;1 bath;1;2;120.00;1;15;TRUE;Coffee maker,Private backyard \u2013 Fully fenced,Hangers,Free washer \u2013 In unit,Elevator,Wifi,Bed linens,Host greets you,Long term stays allowed,Dedicated workspace,Hot water,Extra pillows and blankets,Dishes and silverware,Children\u2019s dinnerware,Courtyard view,Garden view,Heating,Kitchen,Outdoor furniture,Refrigerator,TV with Apple TV,Shower gel,Paid parking on premises,Private patio or balcony,Security cameras on property,Essentials,Iron,Shampoo,Hair dryer
59;Amazing loft in Conservatorio-San Babila; The space 110 mq loft is located at the 3rd floor of a private antique villa. It is independent and it is connected to the rest of the house through a lift inside the villa.Guests enter in to the house,take their lift and get in their loft 2 beautiful bedrooms, wooden ceilings: one room with a King size bed and one room with a Queen size bed. Private bathroom with shower this floor is surrounded by a superb terrace with flowers and plants facing one of the most beautiful dome(chiesa della Passione) and a nice view on the symbol of Milano..la Madonnina on the top of the Duomo Internet,wifi,printer,fax NO kitchen Our guests will find in their rooms set for breakfast: biscuits,chocolate,coffe and tea The building is a town house of 5 floors furnished with a mix of different styles offering a quiet and romantic atmosphere At ground floor a courtyard surround by plenty of plants and flowers The aerea is one of the most bea;The street is very quiet.In front of our house there is a very good bar/restaurant in case you need special breakfast or a quick lunch;https://a0.muscache.com/im/pictures/ab4c9b2f-7dd8-42e7-b4ba-6a2ce22f4304.jpg,https://a0.muscache.com/im/pictures/80a52f37-deeb-46ca-b9b7-3e7fdd63197c.jpg,https://a0.muscache.com/im/pictures/51e2b7ab-61a5-4516-86aa-8d18167c557c.jpg,https://a0.muscache.com/im/pictures/fc9cbf3b-2ae4-455c-9cca-e5dbea9eef30.jpg,https://a0.muscache.com/im/pictures/d2ef013d-b78a-4be5-84a1-a5fb736a0b73.jpg;450;45.46646;9.20391;Milano, Italia;Entire rental unit;Entire home/apt;4;1 bath;2;2;300.00;1;15;TRUE;Coffee maker,Hangers,Conditioner,Body soap,Elevator,Wifi,Washer,Bed linens,Host greets you,Hot water,Extra pillows and blankets,Dishes and silverware,Luggage dropoff allowed,TV,Portable fans,Private entrance,Heating,Bidet,Paid parking off premises,Dryer,Air conditioning,Hot water kettle,Outdoor furniture,Refrigerator,Coffee,Shower gel,Backyard,Cleaning products,Private patio or balcony,Essentials,Iron,Shampoo,Ethernet connection,Hair dryer,Room-darkening shades
60;Nice room with private bathroom;Independent room with private bathroom. Complete with many comforts Italian breakfast is included in the price. We live in a quiet area of Milan, but you can reach the center by public transport within 20 minutes. The space Hello, I'm Francesca, I've 37 year old and I'm decorator and I live with my boyfriend Marco and our daughter, in a very special condominium. Former porcelain factory Richard Ginori converted into a loft, workshops, open space. Our loft is divided into three levels, we live on the first floor. On the ground floor over the entrance, there is my laboratory and a nice room to rent for short times. For these characteristics, the room is very private from the rest of the house, guests appreciate the privacy it offers, in addition to not having limitations and schedules for entrances and exits The room has a little private bathroom, a comfortable double bed with orthopedic mattress, wardrobe, sofa and;It may seem a peripheral zone and bare, but just around the corner you find everything you need. We outskirts of Milan but in 20 minutes you reach the city center, conveniently with a bus that takes close to home. Just outside the gate of the residential complex an attractive beer (artisanal beers) and steak (grilled chicken and hambureger). A baker who bakes every morning Italian specialties, with the possibility to sit comfortably and have breakfast. Inside the complex a great restaurant at the right price.;https://a0.muscache.com/im/pictures/6b5264dd-e4e3-4e95-88a2-113549ca7b1a.jpg,https://a0.muscache.com/im/pictures/0b34089b-4d58-41fb-a18d-51ee2e65db39.jpg,https://a0.muscache.com/im/pictures/c9e31913-599b-485d-aa45-e8547ff5f2c2.jpg,https://a0.muscache.com/im/pictures/972663c2-20dd-42e5-b0e7-dbd0d9809fe7.jpg,https://a0.muscache.com/im/pictures/103c5dbd-12a2-488b-98df-eb5e7144ee36.jpg;451;45.46935;9.24505;Milano, Italia;Private room in loft;Private room;2;1 private bath;1;1;37.00;1;15;TRUE;Lock on bedroom door,Coffee maker: Nespresso,Single level home,Freezer,Hangers,Laundromat nearby,Oven,Breakfast,Wifi,Washer,Bed linens,Host greets you,Long term stays allowed,Hot water,Extra pillows and blankets,Dishes and silverware,Luggage dropoff allowed,Children\u2019s dinnerware,TV,Free street parking,Private entrance,Heating,Air conditioning,Refrigerator,Pets allowed,Backyard,Essentials,Iron,Shampoo,Microwave,Children\u2019s books and toys,Hair dryer,Room-darkening shades,Fire extinguisher
61;Secret loft with garden on Navigli;Beautiful loft , full of character , very cosy and welcoming , with a marvellous garden. A romantic house in the heart of Milano . Next to Navigli / Tortona Area, that's the area for design aficionadas and for the best happy hours in Milano. The space The house is on three separated levels . On the first there's a big comfortable bedroom , with two bunk beds for children or sporty adults. On the second there ' s the kitchen , the bathroom with a big bathtrub and the main bedroom . On the third there ' s the studio, and a sofa, relaxing area. Incredibly quiet to be in the center of Milano, we can listen to birds singing in the outdoor the garden is the most green and full of flowers you can find in Milano ! Equipped with table and chairs to eat outside . Guest access The guest will enjoy all the conforts of the house where I normally effectivly live, as for exemple a very well furnished kitchen, wi fi connection. License numb;The area of Navigli is well known for the coolest places in Milano to hang out.;https://a0.muscache.com/im/pictures/2eb06853-a923-4477-be79-af426e2d49f6.jpg,https://a0.muscache.com/im/pictures/29fb384c-7f17-40d0-9f20-911878caedd2.jpg,https://a0.muscache.com/im/pictures/704f6d99-67d7-434e-90c3-035a7fdc02ba.jpg,https://a0.muscache.com/im/pictures/09d0f6d5-e9f7-4dc6-9ad6-6341a38764fc.jpg,https://a0.muscache.com/im/pictures/miso/Hosting-90830/original/7890b9cb-f1ec-4279-b377-2c5b36b4f933.jpeg;452;45.44678;9.16347;Milano, Italia;Entire loft;Entire home/apt;6;1 bath;2;3;122.00;1;365;TRUE;Coffee maker,Freezer,Hangers,Stainless steel electric stove,Laundromat nearby,Carbon monoxide alarm,Oven,Clothing storage: dresser and closet,Books and reading material,Body soap,Cooking basics,Dining table,Lockbox,Wifi,Self check-in,Bed linens,Host greets you,Long term stays allowed,Dedicated workspace,Hot water,Dryer \u2013\u00a0In unit,Extra pillows and blankets,Dishes and silverware,Private backyard \u2013 Not fully fenced,Dishwasher,First aid kit,Wine glasses,Outdoor dining area,Heating,Bidet,Drying rack for clothing,Kitchen,Air conditioning,Outdoor furniture,Refrigerator,Coffee,Shower gel,Washer \u2013\u00a0In unit,Cleaning products,Smoke alarm,Private patio or balcony,Baking sheet,Bathtub,Essentials,Iron,Paid parking garage off premises,Shampoo,Hair dryer,Room-darkening shades,Fire extinguisher
62;70's Design Retro Apartment, Heart of Navigli;Treat a partner to a shiatsu massage courtesy of equipment provided in this style-oriented retro apartment. Swirling wallpaper, geometric design flourishes and bold colors – particularly in the standout bathroom – offer a ‘70s nostalgia trip.;Amazing water canals, paved streets, the neoclassic arch, hidden gardens with handicrafts and painters’ workshops, dozens of cool shops and a relaxed atmosphere make this area one of the best to live in Milan. The area also boasts lively nightlife.;https://a0.muscache.com/im/pictures/05e85b1a-764b-4c25-b7f0-3b5322d2fe2c.jpg,https://a0.muscache.com/im/pictures/bade9128-3dab-4745-ae12-3202789e3326.jpg,https://a0.muscache.com/im/pictures/5f9e089e-825b-4ecc-aa7e-591eccf360b4.jpg,https://a0.muscache.com/im/pictures/52d5245a-1353-4e00-98ad-e1ca7ce403d3.jpg,https://a0.muscache.com/im/pictures/c6162c62-5144-4bb2-af78-2de70c04bc97.jpg;453;45.45129;9.17867;Milano, Italia;Entire condo;Entire home/apt;4;1 bath;1;1;85.00;1;15;TRUE;Full kitchen,Dishwasher,Elevator,Wifi,TV,Coffee maker,Washer,Smoke alarm,Heating,Carbon monoxide alarm,Iron,Bathroom essentials,Bedroom comforts,Hair dryer
63;one bed-room with terrace Duomo;Steps to Dome. Historical Building: home of the general Missori, Italian independence hero. Entrance in Galleria Mazzini, planned by Mengoni, the same architect of Galleria Vittorio Emanuele. 1st floor with lift (original from 1919), terrace 22,5 m2 overlooking XVIII century Odelscalchi palace, quiet, ceilings h 4,10m, wi-fi 100Mb speed. Hall, Living Room, integrated kitchen, full bathroom, 1 king or 2 bed-room with original 1919 walnut cassettoni ceiling, fully renovated. CIR 015146-CNI-04003 The space Daily discount because the tv system is changing and at the moment the tv functions …like a radio, and nobody has succeded in solving it! Very quiet 22 m2 terrace, where to treasure the sight of adirondack flights around the XVIII century courtyard. Luxury building with door-man 6dd per week. Break-fast service and food delivery possible form the 2 bars, Japanese restaurant and piadineria in Galleria Mazzini. Marble Hall, marble mosaic corridor. <br;just walking out in piazza Duomo is a reward! You have the keys to all museums, galleries, theatres, restaurants, shops of the city!;https://a0.muscache.com/im/pictures/9972357/b879ac95_original.jpg,https://a0.muscache.com/im/pictures/67642983/e8f0865e_original.jpg,https://a0.muscache.com/im/pictures/9972175/33f1de5e_original.jpg,https://a0.muscache.com/im/pictures/9972052/3bbf75ef_original.jpg,https://a0.muscache.com/im/pictures/9972013/7bd253fb_original.jpg;454;45.46116;9.18731;Milano, Italia;Entire condo;Entire home/apt;3;1 bath;1;3;190.00;1;15;TRUE;Single level home,Toaster,Freezer,Private backyard \u2013 Fully fenced,Hangers,Free washer \u2013 In unit,Conditioner,Books and reading material,Body soap,Board games,Pocket wifi,Cooking basics,Dining table,Breakfast,Elevator,Wifi,Children\u2019s books and toys,Bed linens,Bikes,Host greets you,Long term stays allowed,Candy 100l refrigerator,Candy stainless steel stove,Paid resort access,Dedicated workspace,Hot water,Extra pillows and blankets,Dishes and silverware,Luggage dropoff allowed,Children\u2019s dinnerware,First aid kit,Wine glasses,Outdoor dining area,Courtyard view,Portable fans,Private entrance,42\ HDTV with standard cable,Bidet,Drying rack for clothing,Kitchen,Hot water kettle,Window guards,Outdoor furniture,Coffee,Coffee maker: drip coffee maker, espresso machine,Shower gel,Cleaning products,Private patio or balcony,Portable heater,Baking sheet,Clothing storage: closet, wardrobe, and dresser,Bathtub,Sony sound system,Essentials,Iron,Security cameras on property,Shampoo,Microwave,Paid parking garage off premises,Exercise equipment: free weights, stationary bike, yoga mat,Hair dryer,Central heating,Room-darkening shades,Fire extinguisher
64;Double room with bathroom-Precotto;Room with double bed (for 1 or 2 persons), in a big flat with 4 bedrooms, 2 bathrooms, a living-room with open kitchen. The flat is just above the metro Precotto, 15 minutes far from Duomo. Breakfast, kitchen, washing machine included! The space Room with double bed (for 1 or 2 persons), in a big flat with 4 bedrooms, 2 bathrooms, a living-room with open kitchen. Tha flat is just above the underground Precotto (line 1), 15 minutes far from Duomo (center of Milan) and 20 minutes from Central Station. Breakfast, kitchen, washing machine use are included. Just in front of the house there are many shops as a supermarket, several bar and pubs, backer, newsagent. Guest access Double bed room, bathroom, kitchen and living room openspace;Precotto is like a little town: you can find everything you need in the shops close to the house or in the supermarket just on the other side of the street.;https://a0.muscache.com/im/pictures/31ad4cac-8713-4eaf-aa9d-c33d055da6c4.jpg,https://a0.muscache.com/im/pictures/cbe503f9-3fea-4a32-a506-fc9fb86ead18.jpg,https://a0.muscache.com/im/pictures/13668c5b-bcdd-4374-acf7-38684c8258a6.jpg,https://a0.muscache.com/im/pictures/a773ffe9-3bb0-4206-ba98-eb0955d90487.jpg,https://a0.muscache.com/im/pictures/a32667df-385c-4939-b4e4-7dc675051604.jpg;455;45.51031;9.22374;Milano, Italia;Private room in rental unit;Private room;2;1 shared bath;1;1;40.00;1;15;TRUE;Coffee maker,Single level home,Oven,Cooking basics,Breakfast,Elevator,Wifi,Washer,Smoking allowed,Dishes and silverware,Luggage dropoff allowed,Stove,Dishwasher,Free street parking,Heating,Kitchen,Refrigerator,Essentials,Shampoo,Microwave,Hair dryer
65;Double room in Milan;Room with double bed (for 1 or 2 persons), in a big flat with 4 bedrooms, 2 bathrooms, a living-room with open kitchen. The flat is just above the metro Precotto, 15 minutes far from Duomo. Breakfast, kitchen, washing machine free! The space Room with double bed (for 1 or 2 persons), in a big flat with 4 bedrooms, 2 bathrooms, a living-room with open kitchen. Tha flat is just above the underground Precotto (line 1), 15 minutes far from Duomo (center of Milan). Breakfast, kitchen, washin machine use are included. Just in front of the house there are many shops as a supermarket, several bar and pubs, backer, newsagent. Another room in the same flat is avalaible. The price for more than one person or night is negotiable. Guest access Bathroom, kitchen and living room openspace;Precotto is like a little town: you cvan find everything you need in the shops close to the house or in the supermarket 2 minutes walking;https://a0.muscache.com/im/pictures/4ab438fe-e528-4421-9a8d-d05087319ccd.jpg,https://a0.muscache.com/im/pictures/b4515db1-e84d-45c2-9e16-7ad944f97a9f.jpg,https://a0.muscache.com/im/pictures/4567842/660cd892_original.jpg,https://a0.muscache.com/im/pictures/7f8246d2-1f2b-4e40-927e-1b73c5f6abd8.jpg,https://a0.muscache.com/im/pictures/4567899/2107184f_original.jpg;455;45.51163;9.22556;Milano, Italia;Private room in rental unit;Private room;2;1 bath;1;1;40.00;1;365;TRUE;Freezer,Hangers,Mosquito net,Oven,Cooking basics,Clothing storage: closet,Breakfast,Elevator,Wifi,Washer,Bed linens,Smoking allowed,Long term stays allowed,Hot water,Extra pillows and blankets,Dishes and silverware,Stove,Dishwasher,Wine glasses,Heating,Bidet,Drying rack for clothing,Kitchen,Refrigerator,Coffee,Cleaning products,AC - split type ductless system,Baking sheet,Essentials,Coffee maker: espresso machine,Hair dryer,Room-darkening shades
